
========== Nova Sessao ==========
Data/Hora: Fri Feb 13 23:39:22 2026
===================================

[23:39:49] Pacote #401: 102 bytes capturados, 102 bytes no fio
[23:39:49] Pacote #402: 77 bytes capturados, 77 bytes no fio
[23:39:49] Pacote #403: 66 bytes capturados, 66 bytes no fio
[23:39:49] Pacote #404: 46 bytes capturados, 46 bytes no fio
[23:39:49] Pacote #405: 91 bytes capturados, 91 bytes no fio
[23:39:49] Pacote #406: 395 bytes capturados, 395 bytes no fio
[23:39:49] Pacote #407: 415 bytes capturados, 415 bytes no fio
[23:39:49] Pacote #408: 412 bytes capturados, 412 bytes no fio
[23:39:49] Pacote #409: 432 bytes capturados, 432 bytes no fio
[23:39:49] Pacote #410: 150 bytes capturados, 150 bytes no fio
[23:39:49] Pacote #411: 170 bytes capturados, 170 bytes no fio
[23:39:49] Pacote #412: 1112 bytes capturados, 1112 bytes no fio
[23:39:49] Pacote #413: 95 bytes capturados, 95 bytes no fio
[23:39:50] Pacote #414: 94 bytes capturados, 94 bytes no fio
[23:39:50] Pacote #415: 86 bytes capturados, 86 bytes no fio
[23:39:50] Pacote #416: 86 bytes capturados, 86 bytes no fio
[23:39:50] Pacote #417: 1092 bytes capturados, 1092 bytes no fio
[23:39:50] Pacote #418: 1112 bytes capturados, 1112 bytes no fio
[23:39:50] Pacote #419: 86 bytes capturados, 86 bytes no fio
[23:39:50] Pacote #420: 86 bytes capturados, 86 bytes no fio
[23:39:51] Pacote #421: 114 bytes capturados, 114 bytes no fio
[23:39:51] Pacote #422: 94 bytes capturados, 94 bytes no fio
[23:39:51] Pacote #423: 86 bytes capturados, 86 bytes no fio
[23:39:51] Pacote #424: 110 bytes capturados, 110 bytes no fio
[23:39:51] Pacote #425: 86 bytes capturados, 86 bytes no fio
[23:39:51] Pacote #426: 412 bytes capturados, 412 bytes no fio
[23:39:51] Pacote #427: 432 bytes capturados, 432 bytes no fio
[23:39:51] Pacote #428: 46 bytes capturados, 46 bytes no fio
[23:39:51] Pacote #429: 90 bytes capturados, 90 bytes no fio
[23:39:51] Pacote #430: 50 bytes capturados, 50 bytes no fio
[23:39:51] Pacote #431: 50 bytes capturados, 50 bytes no fio
[23:39:51] Pacote #432: 104 bytes capturados, 104 bytes no fio
[23:39:51] Pacote #433: 124 bytes capturados, 124 bytes no fio
[23:39:51] Pacote #434: 102 bytes capturados, 102 bytes no fio
[23:39:51] Pacote #435: 90 bytes capturados, 90 bytes no fio
[23:39:51] Pacote #436: 395 bytes capturados, 395 bytes no fio
[23:39:51] Pacote #437: 415 bytes capturados, 415 bytes no fio
[23:39:51] Pacote #438: 291 bytes capturados, 291 bytes no fio
[23:39:51] Pacote #439: 66 bytes capturados, 66 bytes no fio
[23:39:51] Pacote #440: 62 bytes capturados, 62 bytes no fio
[23:39:51] Pacote #441: 395 bytes capturados, 395 bytes no fio
[23:39:51] Pacote #442: 415 bytes capturados, 415 bytes no fio
[23:39:51] Pacote #443: 94 bytes capturados, 94 bytes no fio
[23:39:52] Pacote #444: 395 bytes capturados, 395 bytes no fio
[23:39:52] Pacote #445: 415 bytes capturados, 415 bytes no fio
[23:39:52] Pacote #446: 412 bytes capturados, 412 bytes no fio
[23:39:52] Pacote #447: 432 bytes capturados, 432 bytes no fio
[23:39:52] Pacote #448: 104 bytes capturados, 104 bytes no fio
[23:39:52] Pacote #449: 124 bytes capturados, 124 bytes no fio
[23:39:52] Pacote #450: 1092 bytes capturados, 1092 bytes no fio
[23:39:52] Pacote #451: 1112 bytes capturados, 1112 bytes no fio
[23:39:53] Pacote #452: 94 bytes capturados, 94 bytes no fio
[23:39:53] Pacote #453: 112 bytes capturados, 112 bytes no fio
[23:39:53] Pacote #454: 86 bytes capturados, 86 bytes no fio
[23:39:53] Pacote #455: 112 bytes capturados, 112 bytes no fio
[23:39:53] Pacote #456: 86 bytes capturados, 86 bytes no fio
[23:39:53] Pacote #457: 1092 bytes capturados, 1092 bytes no fio
[23:39:53] Pacote #458: 1112 bytes capturados, 1112 bytes no fio
[23:39:53] Pacote #459: 94 bytes capturados, 94 bytes no fio
[23:39:53] Pacote #460: 159 bytes capturados, 159 bytes no fio
[23:39:53] Pacote #461: 142 bytes capturados, 142 bytes no fio
[23:39:53] Pacote #462: 86 bytes capturados, 86 bytes no fio
[23:39:54] Pacote #463: 185 bytes capturados, 185 bytes no fio
[23:39:54] Pacote #464: 94 bytes capturados, 94 bytes no fio
[23:39:54] Pacote #465: 412 bytes capturados, 412 bytes no fio
[23:39:54] Pacote #466: 432 bytes capturados, 432 bytes no fio
[23:39:54] Pacote #467: 230 bytes capturados, 230 bytes no fio
[23:39:54] Pacote #468: 150 bytes capturados, 150 bytes no fio
[23:39:54] Pacote #469: 412 bytes capturados, 412 bytes no fio
[23:39:54] Pacote #470: 432 bytes capturados, 432 bytes no fio
[23:39:54] Pacote #471: 104 bytes capturados, 104 bytes no fio
[23:39:54] Pacote #472: 124 bytes capturados, 124 bytes no fio
[23:39:54] Pacote #473: 46 bytes capturados, 46 bytes no fio
[23:39:54] Pacote #474: 90 bytes capturados, 90 bytes no fio
[23:39:54] Pacote #475: 86 bytes capturados, 86 bytes no fio
[23:39:54] Pacote #476: 86 bytes capturados, 86 bytes no fio
[23:39:54] Pacote #477: 86 bytes capturados, 86 bytes no fio
[23:39:54] Pacote #478: 86 bytes capturados, 86 bytes no fio
[23:39:54] Pacote #479: 150 bytes capturados, 150 bytes no fio
[23:39:54] Pacote #480: 395 bytes capturados, 395 bytes no fio
[23:39:54] Pacote #481: 415 bytes capturados, 415 bytes no fio
[23:39:54] Pacote #482: 94 bytes capturados, 94 bytes no fio
[23:39:55] Pacote #483: 90 bytes capturados, 90 bytes no fio
[23:39:55] Pacote #484: 395 bytes capturados, 395 bytes no fio
[23:39:55] Pacote #485: 415 bytes capturados, 415 bytes no fio
[23:39:55] Pacote #486: 395 bytes capturados, 395 bytes no fio
[23:39:55] Pacote #487: 415 bytes capturados, 415 bytes no fio
[23:39:55] Pacote #488: 412 bytes capturados, 412 bytes no fio
[23:39:55] Pacote #489: 432 bytes capturados, 432 bytes no fio
[23:39:55] Pacote #490: 104 bytes capturados, 104 bytes no fio
[23:39:55] Pacote #491: 124 bytes capturados, 124 bytes no fio
[23:39:55] Pacote #492: 97 bytes capturados, 97 bytes no fio
[23:39:55] Pacote #493: 66 bytes capturados, 66 bytes no fio
[23:39:55] Pacote #494: 1092 bytes capturados, 1092 bytes no fio
[23:39:55] Pacote #495: 1112 bytes capturados, 1112 bytes no fio
[23:39:55] Pacote #496: 66 bytes capturados, 66 bytes no fio
[23:39:55] Pacote #497: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #498: 94 bytes capturados, 94 bytes no fio
[23:39:56] Pacote #499: 143 bytes capturados, 143 bytes no fio
[23:39:56] Pacote #500: 110 bytes capturados, 110 bytes no fio
[23:39:56] Pacote #501: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #502: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #503: 50 bytes capturados, 50 bytes no fio
[23:39:56] Pacote #504: 50 bytes capturados, 50 bytes no fio
[23:39:56] Pacote #505: 1490 bytes capturados, 1490 bytes no fio
[23:39:56] Pacote #506: 1490 bytes capturados, 1490 bytes no fio
[23:39:56] Pacote #507: 1490 bytes capturados, 1490 bytes no fio
[23:39:56] Pacote #508: 1490 bytes capturados, 1490 bytes no fio
[23:39:56] Pacote #509: 1494 bytes capturados, 1494 bytes no fio
[23:39:56] Pacote #510: 989 bytes capturados, 989 bytes no fio
[23:39:56] Pacote #511: 1490 bytes capturados, 1490 bytes no fio
[23:39:56] Pacote #512: 453 bytes capturados, 453 bytes no fio
[23:39:56] Pacote #513: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #514: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #515: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #516: 127 bytes capturados, 127 bytes no fio
[23:39:56] Pacote #517: 232 bytes capturados, 232 bytes no fio
[23:39:56] Pacote #518: 97 bytes capturados, 97 bytes no fio
[23:39:56] Pacote #519: 1092 bytes capturados, 1092 bytes no fio
[23:39:56] Pacote #520: 1112 bytes capturados, 1112 bytes no fio
[23:39:56] Pacote #521: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #522: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #523: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #524: 528 bytes capturados, 528 bytes no fio
[23:39:56] Pacote #525: 528 bytes capturados, 528 bytes no fio
[23:39:56] Pacote #526: 94 bytes capturados, 94 bytes no fio
[23:39:56] Pacote #527: 66 bytes capturados, 66 bytes no fio
[23:39:56] Pacote #528: 66 bytes capturados, 66 bytes no fio
[23:39:57] Pacote #529: 102 bytes capturados, 102 bytes no fio
[23:39:57] Pacote #530: 412 bytes capturados, 412 bytes no fio
[23:39:57] Pacote #531: 432 bytes capturados, 432 bytes no fio
[23:39:58] Pacote #532: 94 bytes capturados, 94 bytes no fio
[23:39:58] Pacote #533: 86 bytes capturados, 86 bytes no fio
[23:39:58] Pacote #534: 78 bytes capturados, 78 bytes no fio
[23:39:58] Pacote #535: 104 bytes capturados, 104 bytes no fio
[23:39:58] Pacote #536: 124 bytes capturados, 124 bytes no fio
[23:39:58] Pacote #537: 1092 bytes capturados, 1092 bytes no fio
[23:39:58] Pacote #538: 1112 bytes capturados, 1112 bytes no fio
[23:39:58] Pacote #539: 86 bytes capturados, 86 bytes no fio
[23:39:58] Pacote #540: 86 bytes capturados, 86 bytes no fio
[23:39:59] Pacote #541: 94 bytes capturados, 94 bytes no fio
[23:39:59] Pacote #542: 94 bytes capturados, 94 bytes no fio
[23:40:00] Pacote #543: 94 bytes capturados, 94 bytes no fio
[23:40:00] Pacote #544: 319 bytes capturados, 319 bytes no fio
[23:40:00] Pacote #545: 66 bytes capturados, 66 bytes no fio
